314.7,-1210.8,1386.6,-88,45,68
405.8,-863.1,1227.2,-88,45,68
-373,-1128.8,1486.9,-88,45,68
413.4,-1009.3,1319.7,-88,45,68
132.4,-1208.9,1210.4,-88,45,68
-402.5,-968.9,1563.4,-88,45,68
-221.5,-1155.4,1525.6,-88,45,68
46.9,-940.3,1330.1,-88,45,68
457.5,-920.9,1373.5,-88,45,68
464.9,-888.5,1352.2,-88,45,68
-342.4,-1052.2,1124.6,-88,45,68
470.6,-1253.9,1180.7,-88,45,68
457.2,-1174.1,1282.6,-88,45,68
-14.6,-797.7,1138.3,-88,45,68
300.3,-1216.2,1506.6,-88,45,68
-358.1,-845.8,1116.9,-88,45,68
-78.2,-1003.9,1135.6,-88,45,68
415.7,-752.1,1102.4,-88,45,68
292.2,-1257,1136.6,-88,45,68
459.5,-1056.5,1261.4,-88,45,68
155.7,-1241.3,1186.7,-88,45,68
-464.3,-771,1554,-88,45,68
349.1,-1297.5,1258.1,-88,45,68
434,-873.8,1110.9,-88,45,68
178.7,-850.5,1542.9,-88,45,68
257.7,-822.2,1587.8,-88,45,68
243.1,-1253.6,1263.3,-88,45,68
-107.8,-1080.1,1066.7,-88,45,68
155.5,-1157.1,1154.8,-88,45,68
-328.8,-860,1245.2,-88,45,68
206,-1062.7,1356.9,-88,45,68
-468.2,-799.1,1157.3,-88,45,68
-223.1,-1200,1361.7,-88,45,68
-453.8,-1154.9,1426.7,-88,45,68
-402.9,-1220,1133,-88,45,68
323.5,-1225.2,1070.5,-88,45,68
194.8,-821.9,1178,-88,45,68
-182.9,-981.2,1191.3,-88,45,68
450.2,-997.6,1254.5,-88,45,68
-465.6,-1220.3,1304.7,-88,45,68
-61.3,-830.8,1051.3,-88,45,68
-118.4,-957.9,1157.5,-88,45,68
265.5,-1107,1480.6,-88,45,68
295.2,-1017.7,1017.5,-88,45,68
-313.1,-1079,1557.3,-88,45,68
-10.2,-1258.2,1438.2,-88,45,68
-54.4,-1168,1293.2,-88,45,68
146.3,-1232.2,1347.1,-88,45,68
209.4,-1198.9,1142.4,-88,45,68
254.7,-1168,1275.3,-88,45,68
-224,-1070.5,1577.9,-88,45,68
179.7,-1272.7,1328.1,-88,45,68
155.1,-803.5,1312.7,-88,45,68
-337.4,-780.4,1139,-88,45,68
-381,-1030,1293.3,-88,45,68
-1.6,-1030.9,1374.4,-88,45,68
459.7,-1114.3,1407.5,-88,45,68
-159.6,-805,1237.3,-88,45,68
85.3,-1096.9,1220.5,-88,45,68
-276.2,-1238.8,1592.8,-88,45,68
251.3,-870.9,1022.6,-88,45,68
-244.9,-1085.6,1531.1,-88,45,68
6,-1167.1,1548,-88,45,68
199.1,-1077.8,1477.7,-88,45,68
390.9,-1247,1059.2,-88,45,68
459.3,-1227.4,1157.1,-88,45,68
47.2,-781.9,1201.2,-88,45,68
-361.4,-774.1,1407.8,-88,45,68
-350.7,-983.6,1081.9,-88,45,68
-242.5,-1267.1,1432.7,-88,45,68
340.7,-1170.9,1064.1,-88,45,68
-245.7,-1105.8,1392.3,-88,45,68
314.3,-848.3,1296.5,-88,45,68
-256.5,-1291.5,1467.4,-88,45,68
429.3,-1276.3,1429,-88,45,68
-150,-1207.1,1542.2,-88,45,68
-303.4,-943,1534.6,-88,45,68
-248.9,-897.6,1200.5,-88,45,68
116,-943.7,1419.2,-88,45,68
-26.7,-1052,1118.7,-88,45,68
-148.3,-999.1,1018.3,-88,45,68
330.8,-1137,1446.4,-88,45,68
85.3,-890.4,1300,-88,45,68
49.7,-1196.1,1288,-88,45,68
417.2,-922.3,1542.8,-88,45,68
-214.2,-1199.1,1365.9,-88,45,68
257.2,-1097.3,1370.6,-88,45,68
253.7,-955.9,1515.7,-88,45,68
-119.6,-870.9,1483.3,-88,45,68
67.8,-1255.4,1346,-88,45,68
-424.1,-788.8,1109.8,-88,45,68
-446,-873.4,1144,-88,45,68
30.8,-1032.3,1531.9,-88,45,68
279.2,-1060.3,1017.2,-88,45,68
434,-1054.3,1293.9,-88,45,68
-370.1,-1131.5,1100.8,-88,45,68
68.8,-1020.3,1587.2,-88,45,68
-30.6,-1019.1,1427.6,-88,45,68
-488.1,-850.3,1300.3,-88,45,68
-162.9,-862.8,1282.7,-88,45,68
