629.4,-589.6,1524.3,-88,45,0
811.6,-428.1,1619.1,-88,45,0
-746,-438,1546.7,-88,45,0
826.8,-635,1579.3,-88,45,0
264.7,-652.4,1524.8,-88,45,0
-804.9,-500.7,1590.3,-88,45,0
-443,-316.1,1539.4,-88,45,0
93.8,-563.8,1598.1,-88,45,0
915,-465.9,1603.4,-88,45,0
929.8,-610.5,1612.2,-88,45,0
-684.8,-399.5,1567.6,-88,45,0
941.2,-598,1512.6,-88,45,0
914.3,-497.6,1534.3,-88,45,0
-29.2,-420.4,1637,-88,45,0
600.6,-343.6,1522.9,-88,45,0
-716.2,-316.3,1623.9,-88,45,0
-156.5,-481.1,1580.8,-88,45,0
831.5,-644.6,1649.4,-88,45,0
584.4,-640.3,1511.7,-88,45,0
919,-597,1566.4,-88,45,0
311.5,-363.7,1516,-88,45,0
-928.6,-598.3,1644.3,-88,45,0
698.3,-374.3,1500.7,-88,45,0
868,-602.6,1616.2,-88,45,0
357.5,-328.3,1622.6,-88,45,0
515.5,-560,1630.3,-88,45,0
486.3,-621.4,1512.7,-88,45,0
-215.5,-599.6,1560,-88,45,0
311,-453.6,1539,-88,45,0
-657.6,-510.7,1620,-88,45,0
412.1,-559.3,1564.7,-88,45,0
-936.3,-367.7,1636.6,-88,45,0
-446.2,-465.9,1527.3,-88,45,0
-907.7,-480.1,1539.6,-88,45,0
-805.7,-333.1,1521.8,-88,45,0
646.9,-585.7,1520.4,-88,45,0
389.7,-397.1,1630.4,-88,45,0
-365.8,-398.5,1587,-88,45,0
900.4,-547.8,1582.5,-88,45,0
-931.1,-472.9,1521.7,-88,45,0
-122.5,-669.7,1628,-88,45,0
-236.9,-678.4,1593.3,-88,45,0
531,-487.7,1552.6,-88,45,0
590.4,-388.3,1577,-88,45,0
-626.3,-326.4,1560.3,-88,45,0
-20.5,-648,1511.4,-88,45,0
-108.8,-472.5,1536,-88,45,0
292.6,-512.2,1518.5,-88,45,0
418.7,-695.2,1527.6,-88,45,0
509.4,-565.2,1536,-88,45,0
-165.5,557.7,1644.5,88,45,0
-900.7,451.4,1582,88,45,0
805.4,624.6,1578.2,88,45,0
889.6,513.1,1534.7,88,45,0
-18.3,440.3,1573.3,88,45,0
-21.5,675.6,1593.6,88,45,0
-324.6,650.4,1601.9,88,45,0
800.1,520.1,1559.3,88,45,0
-261.5,549,1555.1,88,45,0
-777.6,534.8,1648.2,88,45,0
560.5,383.1,1505.7,88,45,0
-220.5,420.5,1632.8,88,45,0
-516.6,488.4,1637,88,45,0
-192.2,392.2,1619.4,88,45,0
-807.1,637.7,1514.8,88,45,0
-736.1,377.9,1539.3,88,45,0
884.1,390.4,1550.3,88,45,0
912.3,368.3,1602,88,45,0
150.4,391.1,1520.5,88,45,0
-880.4,474.3,1608.2,88,45,0
-530.4,424.4,1516,88,45,0
-293.7,669.4,1598.1,88,45,0
642.4,472.1,1574.1,88,45,0
-969.2,373.9,1616.9,88,45,0
-914,662,1607.3,88,45,0
-662,691.9,1635.6,88,45,0
298.2,475.5,1633.6,88,45,0
463.4,344.4,1550.1,88,45,0
295.5,403.2,1604.8,88,45,0
-98.2,463.5,1529.7,88,45,0
94,538,1504.6,88,45,0
-407.4,404.9,1611.6,88,45,0
489.4,541.1,1575,88,45,0
-622.1,584.5,1572,88,45,0
373.6,388.7,1635.7,88,45,0
-633,347,1591.5,88,45,0
-263,418.7,1592.6,88,45,0
251.2,427.5,1628.9,88,45,0
560.5,469.7,1620.8,88,45,0
-837.7,503.1,1586.5,88,45,0
858.8,334.2,1527.4,88,45,0
551.4,405,1536,88,45,0
-26.4,620.4,1633,88,45,0
-128.3,311.7,1504.3,88,45,0
-106.4,671.5,1573.5,88,45,0
-387.3,592.1,1525.2,88,45,0
17,495.4,1646.8,88,45,0
21.5,531.4,1606.9,88,45,0
635.3,394.9,1575.1,88,45,0
589.7,483.5,1570.7,88,45,0
