314.7,-1218.9,1422.2,-88,45,68
405.8,-902.9,1289.3,-88,45,68
-373,-1144.4,1505.8,-88,45,68
413.4,-1035.7,1366.4,-88,45,68
132.4,-1217.2,1275.4,-88,45,68
-402.5,-999,1569.5,-88,45,68
-221.5,-1168.5,1538,-88,45,68
46.9,-973,1375.1,-88,45,68
457.5,-955.4,1411.2,-88,45,68
464.9,-925.9,1393.5,-88,45,68
-342.4,-1074.7,1203.9,-88,45,68
470.6,-1258.1,1250.6,-88,45,68
457.2,-1185.5,1335.5,-88,45,68
-14.6,-843.3,1215.2,-88,45,68
300.3,-1223.8,1522.2,-88,45,68
-358.1,-887.1,1197.4,-88,45,68
-78.2,-1030.8,1213,-88,45,68
415.7,-801.9,1185.4,-88,45,68
292.2,-1260.9,1213.8,-88,45,68
459.5,-1078.7,1317.8,-88,45,68
155.7,-1246.7,1255.6,-88,45,68
-464.3,-819.1,1561.7,-88,45,68
349.1,-1297.7,1315.1,-88,45,68
434,-912.5,1192.4,-88,45,68
178.7,-891.3,1552.4,-88,45,68
257.7,-865.7,1589.9,-88,45,68
243.1,-1257.8,1319.4,-88,45,68
-107.8,-1100.1,1155.6,-88,45,68
155.5,-1170.1,1229,-88,45,68
-328.8,-900,1304.4,-88,45,68
206,-1084.3,1397.4,-88,45,68
-468.2,-844.7,1231.1,-88,45,68
-223.1,-1209.1,1401.4,-88,45,68
-453.8,-1168.1,1455.6,-88,45,68
-402.9,-1227.2,1210.9,-88,45,68
323.5,-1232,1158.7,-88,45,68
194.8,-865.4,1248.3,-88,45,68
-182.9,-1010.1,1259.4,-88,45,68
450.2,-1025.1,1312.1,-88,45,68
-465.6,-1227.5,1353.9,-88,45,68
-61.3,-873.5,1142.8,-88,45,68
-118.4,-989,1231.2,-88,45,68
265.5,-1124.5,1500.5,-88,45,68
295.2,-1043.4,1114.6,-88,45,68
-313.1,-1099.1,1564.4,-88,45,68
-10.2,-1262,1465.2,-88,45,68
-54.4,-1180,1344.3,-88,45,68
146.3,-1238.3,1389.3,-88,45,68
209.4,-1208,1218.6,-88,45,68
254.7,-1180,1329.4,-88,45,68
-224,-1091.4,1581.5,-88,45,68
179.7,-1275.2,1373.4,-88,45,68
155.1,-848.6,1360.6,-88,45,68
-337.4,-827.6,1215.8,-88,45,68
-381,-1054.6,1344.4,-88,45,68
-1.6,-1055.4,1412,-88,45,68
459.7,-1131.1,1439.6,-88,45,68
-159.6,-850,1297.8,-88,45,68
85.3,-1115.4,1283.7,-88,45,68
-276.2,-1244.4,1594,-88,45,68
251.3,-909.9,1118.9,-88,45,68
-244.9,-1105.1,1542.6,-88,45,68
6,-1179.2,1556.6,-88,45,68
199.1,-1098,1498.1,-88,45,68
390.9,-1251.8,1149.4,-88,45,68
459.3,-1234,1230.9,-88,45,68
47.2,-829,1267.7,-88,45,68
-361.4,-821.9,1439.9,-88,45,68
-350.7,-1012.4,1168.3,-88,45,68
-242.5,-1270.1,1460.6,-88,45,68
340.7,-1182.6,1153.4,-88,45,68
-245.7,-1123.4,1426.9,-88,45,68
314.3,-889.4,1347.1,-88,45,68
-256.5,-1292.3,1489.5,-88,45,68
429.3,-1278.5,1457.5,-88,45,68
-150,-1215.5,1551.9,-88,45,68
-303.4,-975.4,1545.5,-88,45,68
-248.9,-934.1,1267.1,-88,45,68
116,-976.1,1449.4,-88,45,68
-26.7,-1074.5,1198.9,-88,45,68
-148.3,-1026.5,1115.3,-88,45,68
330.8,-1151.8,1472,-88,45,68
85.3,-927.7,1350,-88,45,68
49.7,-1205.5,1340,-88,45,68
417.2,-956.6,1552.4,-88,45,68
-214.2,-1208.2,1404.9,-88,45,68
257.2,-1115.8,1408.8,-88,45,68
253.7,-987.2,1529.7,-88,45,68
-119.6,-909.9,1502.7,-88,45,68
67.8,-1259.4,1388.4,-88,45,68
-424.1,-835.3,1191.5,-88,45,68
-446,-912.1,1220,-88,45,68
30.8,-1056.6,1543.3,-88,45,68
279.2,-1082.1,1114.3,-88,45,68
434,-1076.6,1345,-88,45,68
-370.1,-1146.8,1184,-88,45,68
68.8,-1045.7,1589.3,-88,45,68
-30.6,-1044.6,1456.3,-88,45,68
-488.1,-891.2,1350.2,-88,45,68
-162.9,-902.6,1335.5,-88,45,68
